"STATISTIC Label","Year","Country","Sex","Origin or Destination","UNIT","VALUE"
"Estimated Migration (Persons in April)","2020","Other countries (23)","Both sexes","Emigrants: All destinations","Thousand","8.7"
"Estimated Migration (Persons in April)","2020","Other countries (23)","Both sexes","Immigrants: All origins","Thousand","36.4"
"Estimated Migration (Persons in April)","2020","Other countries (23)","Male","Net migration","Thousand","13.5"
"Estimated Migration (Persons in April)","2020","Other countries (23)","Male","Emigrants: All destinations","Thousand","4.5"
"Estimated Migration (Persons in April)","2020","Other countries (23)","Male","Immigrants: All origins","Thousand","18"
"Estimated Migration (Persons in April)","2020","Other countries (23)","Female","Net migration","Thousand","14.2"
"Estimated Migration (Persons in April)","2020","Other countries (23)","Female","Emigrants: All destinations","Thousand","4.2"
"Estimated Migration (Persons in April)","2020","Other countries (23)","Female","Immigrants: All origins","Thousand","18.4"
"Estimated Migration (Persons in April)","2020","All countries","Both sexes","Net migration","Thousand","44.7"
"Estimated Migration (Persons in April)","2020","All countries","Both sexes","Emigrants: All destinations","Thousand","50.9"
"Estimated Migration (Persons in April)","2020","All countries","Both sexes","Immigrants: All origins","Thousand","95.6"
"Estimated Migration (Persons in April)","2020","All countries","Male","Net migration","Thousand","21.5"
"Estimated Migration (Persons in April)","2020","All countries","Male","Emigrants: All destinations","Thousand","25.4"
"Estimated Migration (Persons in April)","2020","All countries","Male","Immigrants: All origins","Thousand","46.9"
"Estimated Migration (Persons in April)","2020","All countries","Female","Net migration","Thousand","23.2"
"Estimated Migration (Persons in April)","2020","All countries","Female","Emigrants: All destinations","Thousand","25.5"
"Estimated Migration (Persons in April)","2020","All countries","Female","Immigrants: All origins","Thousand","48.7"
"Estimated Migration (Persons in April)","2020","EU14 excl Irl (UK & Ireland)","Both sexes","Net migration","Thousand","4.8"
"Estimated Migration (Persons in April)","2020","EU14 excl Irl (UK & Ireland)","Both sexes","Emigrants: All destinations","Thousand","10.7"
"Estimated Migration (Persons in April)","2020","EU14 excl Irl (UK & Ireland)","Both sexes","Immigrants: All origins","Thousand","15.5"
"Estimated Migration (Persons in April)","2020","EU14 excl Irl (UK & Ireland)","Male","Net migration","Thousand","2.1"
"Estimated Migration (Persons in April)","2020","EU14 excl Irl (UK & Ireland)","Male","Emigrants: All destinations","Thousand","5.5"
"Estimated Migration (Persons in April)","2020","EU14 excl Irl (UK & Ireland)","Male","Immigrants: All origins","Thousand","7.6"
"Estimated Migration (Persons in April)","2020","EU14 excl Irl (UK & Ireland)","Female","Net migration","Thousand","2.7"
"Estimated Migration (Persons in April)","2020","EU14 excl Irl (UK & Ireland)","Female","Emigrants: All destinations","Thousand","5.2"
"Estimated Migration (Persons in April)","2020","EU14 excl Irl (UK & Ireland)","Female","Immigrants: All origins","Thousand","7.9"
"Estimated Migration (Persons in April)","2020","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Net migration","Thousand","1.3"
"Estimated Migration (Persons in April)","2020","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Emigrants: All destinations","Thousand","7.9"
"Estimated Migration (Persons in April)","2020","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Immigrants: All origins","Thousand","9.2"
"Estimated Migration (Persons in April)","2020","EU15 to EU27 (accession countries joined post 2004)","Male","Net migration","Thousand","0.7"
"Estimated Migration (Persons in April)","2020","EU15 to EU27 (accession countries joined post 2004)","Male","Emigrants: All destinations","Thousand","4.1"
"Estimated Migration (Persons in April)","2020","EU15 to EU27 (accession countries joined post 2004)","Male","Immigrants: All origins","Thousand","4.8"
"Estimated Migration (Persons in April)","2020","EU15 to EU27 (accession countries joined post 2004)","Female","Net migration","Thousand","0.6"
"Estimated Migration (Persons in April)","2020","EU15 to EU27 (accession countries joined post 2004)","Female","Emigrants: All destinations","Thousand","3.8"
"Estimated Migration (Persons in April)","2020","EU15 to EU27 (accession countries joined post 2004)","Female","Immigrants: All origins","Thousand","4.4"
"Estimated Migration (Persons in April)","2021","United Kingdom (1)","Both sexes","Net migration","Thousand","4.1"
"Estimated Migration (Persons in April)","2021","United Kingdom (1)","Both sexes","Emigrants: All destinations","Thousand","17.6"
"Estimated Migration (Persons in April)","2021","United Kingdom (1)","Both sexes","Immigrants: All origins","Thousand","21.7"
"Estimated Migration (Persons in April)","2021","United Kingdom (1)","Male","Net migration","Thousand","3.4"
"Estimated Migration (Persons in April)","2021","United Kingdom (1)","Male","Emigrants: All destinations","Thousand","8.2"
"Estimated Migration (Persons in April)","2021","United Kingdom (1)","Male","Immigrants: All origins","Thousand","11.6"
"Estimated Migration (Persons in April)","2021","United Kingdom (1)","Female","Net migration","Thousand","0.7"
"Estimated Migration (Persons in April)","2021","United Kingdom (1)","Female","Emigrants: All destinations","Thousand","9.4"
"Estimated Migration (Persons in April)","2021","United Kingdom (1)","Female","Immigrants: All origins","Thousand","10.1"
"Estimated Migration (Persons in April)","2021","United States","Both sexes","Net migration","Thousand","3.1"
"Estimated Migration (Persons in April)","2021","United States","Both sexes","Emigrants: All destinations","Thousand","2.4"
"Estimated Migration (Persons in April)","2021","United States","Both sexes","Immigrants: All origins","Thousand","5.5"
"Estimated Migration (Persons in April)","2021","United States","Male","Net migration","Thousand","1.1"
"Estimated Migration (Persons in April)","2021","United States","Male","Emigrants: All destinations","Thousand","1.2"
"Estimated Migration (Persons in April)","2021","United States","Male","Immigrants: All origins","Thousand","2.3"
"Estimated Migration (Persons in April)","2021","United States","Female","Net migration","Thousand","2"
"Estimated Migration (Persons in April)","2021","United States","Female","Emigrants: All destinations","Thousand","1.2"
"Estimated Migration (Persons in April)","2021","United States","Female","Immigrants: All origins","Thousand","3.2"
"Estimated Migration (Persons in April)","2021","Canada","Both sexes","Net migration","Thousand","4.3"
"Estimated Migration (Persons in April)","2021","Canada","Both sexes","Emigrants: All destinations","Thousand","1.7"
"Estimated Migration (Persons in April)","2021","Canada","Both sexes","Immigrants: All origins","Thousand","6"
"Estimated Migration (Persons in April)","2021","Canada","Male","Net migration","Thousand","3"
"Estimated Migration (Persons in April)","2021","Canada","Male","Emigrants: All destinations","Thousand","0.6"
"Estimated Migration (Persons in April)","2021","Canada","Male","Immigrants: All origins","Thousand","3.6"
"Estimated Migration (Persons in April)","2021","Canada","Female","Net migration","Thousand","1.3"
"Estimated Migration (Persons in April)","2021","Canada","Female","Emigrants: All destinations","Thousand","1.1"
"Estimated Migration (Persons in April)","2021","Canada","Female","Immigrants: All origins","Thousand","2.4"
"Estimated Migration (Persons in April)","2021","Australia","Both sexes","Net migration","Thousand","3.3"
"Estimated Migration (Persons in April)","2021","Australia","Both sexes","Emigrants: All destinations","Thousand","2.5"
"Estimated Migration (Persons in April)","2021","Australia","Both sexes","Immigrants: All origins","Thousand","5.8"
"Estimated Migration (Persons in April)","2021","Australia","Male","Net migration","Thousand","1.6"
"Estimated Migration (Persons in April)","2021","Australia","Male","Emigrants: All destinations","Thousand","0.9"
"Estimated Migration (Persons in April)","2021","Australia","Male","Immigrants: All origins","Thousand","2.5"
"Estimated Migration (Persons in April)","2021","Australia","Female","Net migration","Thousand","1.7"
"Estimated Migration (Persons in April)","2021","Australia","Female","Emigrants: All destinations","Thousand","1.6"
"Estimated Migration (Persons in April)","2021","Australia","Female","Immigrants: All origins","Thousand","3.3"
"Estimated Migration (Persons in April)","2021","Other countries (23)","Both sexes","Net migration","Thousand","5.9"
"Estimated Migration (Persons in April)","2021","Other countries (23)","Both sexes","Emigrants: All destinations","Thousand","12.5"
"Estimated Migration (Persons in April)","2021","Other countries (23)","Both sexes","Immigrants: All origins","Thousand","18.4"
"Estimated Migration (Persons in April)","2021","Other countries (23)","Male","Net migration","Thousand","1.1"
"Estimated Migration (Persons in April)","2021","Other countries (23)","Male","Emigrants: All destinations","Thousand","7"
"Estimated Migration (Persons in April)","2021","Other countries (23)","Male","Immigrants: All origins","Thousand","8.1"
"Estimated Migration (Persons in April)","2021","Other countries (23)","Female","Net migration","Thousand","4.8"
"Estimated Migration (Persons in April)","2021","Other countries (23)","Female","Emigrants: All destinations","Thousand","5.5"
"Estimated Migration (Persons in April)","2021","Other countries (23)","Female","Immigrants: All origins","Thousand","10.3"
"Estimated Migration (Persons in April)","2021","All countries","Both sexes","Net migration","Thousand","21.8"
"Estimated Migration (Persons in April)","2021","All countries","Both sexes","Emigrants: All destinations","Thousand","52.3"
"Estimated Migration (Persons in April)","2021","All countries","Both sexes","Immigrants: All origins","Thousand","74.1"
"Estimated Migration (Persons in April)","2021","All countries","Male","Net migration","Thousand","10.8"
"Estimated Migration (Persons in April)","2021","All countries","Male","Emigrants: All destinations","Thousand","25.4"
"Estimated Migration (Persons in April)","2021","All countries","Male","Immigrants: All origins","Thousand","36.2"
"Estimated Migration (Persons in April)","2021","All countries","Female","Net migration","Thousand","11"
"Estimated Migration (Persons in April)","2021","All countries","Female","Emigrants: All destinations","Thousand","26.9"
"Estimated Migration (Persons in April)","2021","All countries","Female","Immigrants: All origins","Thousand","37.9"
"Estimated Migration (Persons in April)","2021","EU14 excl Irl (UK & Ireland)","Both sexes","Net migration","Thousand","-3.2"
"Estimated Migration (Persons in April)","2021","EU14 excl Irl (UK & Ireland)","Both sexes","Emigrants: All destinations","Thousand","11.1"
"Estimated Migration (Persons in April)","2021","EU14 excl Irl (UK & Ireland)","Both sexes","Immigrants: All origins","Thousand","7.9"
"Estimated Migration (Persons in April)","2021","EU14 excl Irl (UK & Ireland)","Male","Net migration","Thousand","-1.3"
"Estimated Migration (Persons in April)","2021","EU14 excl Irl (UK & Ireland)","Male","Emigrants: All destinations","Thousand","5"
